Roll_Rate_x	Pitch_Rate_y	Yaw_Rate_z	Latitude	Longitude	Altidude	Barometric_Pressure	a_x	a_y	a_z	Heading	v_x	v_y	v_z	Status	PosU	VelU	PITCH	ROLL	YAW
0.0	-0.003	0.0	0.0	0.0	0.0	0.0006527999999999999	0.039	0.014	-9.311	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.75
0.0	-0.002	0.0	0.0	0.0	0.0	-0.0027968	0.084	0.009000000000000001	-9.34	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.07	65.75
0.0	-0.002	0.001	0.0	0.0	0.0	0.0006527999999999999	0.066	0.011	-9.322000000000001	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.07	65.75
-0.001	-0.003	0.0	0.0	0.0	0.0	0.0006527999999999999	0.056	-0.037	-9.287	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.07	65.75
0.0	-0.002	0.001	0.0	0.0	0.0	0.0026496	0.033	-0.005	-9.319	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.37	-0.07	65.75
0.0	-0.002	0.0	0.0	0.0	0.0	-0.0019072	0.059000000000000004	0.006	-9.341000000000001	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.37	-0.07	65.75
0.0	-0.003	0.0	0.0	0.0	0.0	0.0026496	0.08600000000000001	0.013000000000000001	-9.32	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.37	-0.07	65.75
0.001	-0.001	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.03	-0.029	-9.228	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.36	-0.07	65.76
0.001	0.003	0.0	0.0	0.0	0.0	0.0026496	0.082	0.059000000000000004	-9.324	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.36	-0.07	65.76
0.0	-0.001	0.002	0.0	0.0	0.0	0.0006527999999999999	0.06	0.015	-9.288	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.36	-0.07	65.76
0.001	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.062	0.003	-9.264	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.36	-0.07	65.76
0.0	0.0	0.002	0.0	0.0	0.0	-0.0013503999999999999	0.065	0.024	-9.307	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.36	-0.07	65.76
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.053	0.044	-9.324	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.36	-0.07	65.76
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.052000000000000005	0.0	-9.317	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.36	-0.07	65.76
0.0	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.057	0.011	-9.348	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.36	-0.07	65.76
0.0	0.0	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.07	0.012	-9.318	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.35000000000000003	-0.07	65.76
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.067	0.01	-9.356	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.35000000000000003	-0.07	65.76
0.0	-0.001	0.001	0.0	0.0	0.0	0.0020992	0.038	0.029	-9.323	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.35000000000000003	-0.07	65.77
0.0	-0.002	0.001	0.0	0.0	0.0	-0.0007999999999999999	0.049	0.016	-9.302	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.35000000000000003	-0.07	65.77
0.0	-0.002	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.057	0.0	-9.297	-1.22	0.0	0.0	0.0	-32640	0.0	0.0	0.34	-0.07	65.77
0.0	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.036000000000000004	0.017	-9.325000000000001	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.34	-0.07	65.77
0.0	-0.002	0.0	0.0	0.0	0.0	0.0025407999999999997	0.041	0.0	-9.375	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.34	-0.07	65.77
-0.001	-0.004	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.035	-0.002	-9.316	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.33	-0.07	65.77
-0.001	-0.005	0.0	0.0	0.0	0.0	-0.0014528	0.07	0.027	-9.349	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.32	-0.07	65.77
-0.003	-0.009000000000000001	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.064	0.027	-9.303	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.31	-0.08	65.77
-0.002	-0.01	0.001	0.0	0.0	0.0	0.0032064	0.068	0.047	-9.376	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.31	-0.08	65.77
-0.003	-0.008	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.029	0.035	-9.168000000000001	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.3	-0.08	65.77
0.001	0.001	0.001	0.0	0.0	0.0	0.0032064	0.034	-0.018000000000000002	-9.292	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.3	-0.08	65.77
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.06	-0.017	-9.33	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.3	-0.08	65.77
-0.001	-0.002	0.0	0.0	0.0	0.0	0.0007551999999999999	0.058	0.009000000000000001	-9.288	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.3	-0.08	65.78
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.033	0.006	-9.34	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.3	-0.08	65.78
0.0	-0.002	0.0	0.0	0.0	0.0	0.0026496	0.038	0.021	-9.319	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.29	-0.08	65.78
0.001	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.061	0.034	-9.341000000000001	-1.28	0.0	0.0	0.0	-32640	0.0	0.0	0.29	-0.08	65.78
0.0	-0.003	0.0	0.0	0.0	0.0	-0.0012416	0.036000000000000004	0.019	-9.332	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.29	-0.08	65.78
0.0	-0.005	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.051000000000000004	0.001	-9.284	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.29	-0.08	65.78
0.0	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.031	-0.011	-9.286	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.28	-0.08	65.78
-0.002	-0.002	0.001	0.0	0.0	0.0	-0.0027968	0.043000000000000003	0.004	-9.32	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.28	-0.08	65.78
0.0	-0.003	0.0	0.0	0.0	0.0	-0.0019072	0.043000000000000003	-0.026000000000000002	-9.303	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.28	-0.08	65.78
0.0	-0.002	0.001	0.0	0.0	0.0	0.0032064	0.047	0.013000000000000001	-9.322000000000001	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.78
0.0	-0.001	0.001	0.0	0.0	0.0	0.0006527999999999999	0.046	0.017	-9.296	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.78
0.0	-0.001	0.0	0.0	0.0	0.0	0.0007551999999999999	0.06	0.027	-9.283	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.78
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.048	0.029	-9.347	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.79
0.0	-0.002	0.0	0.0	0.0	0.0	-0.0027968	0.048	0.009000000000000001	-9.302	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.79
0.0	-0.002	0.0	0.0	0.0	0.0	0.0026496	0.011	-0.001	-9.321	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.79
0.001	0.001	0.0	0.0	0.0	0.0	0.0032064	0.021	-0.007	-9.33	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.79
0.001	0.0	0.001	0.0	0.0	0.0	-0.0019072	0.052000000000000005	-0.008	-9.322000000000001	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.79
0.0	0.001	0.001	0.0	0.0	0.0	0.0032064	0.07100000000000001	0.027	-9.313	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.79
0.0	-0.002	0.0	0.0	0.0	0.0	0.0026496	0.061	0.006	-9.304	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.79
0.0	-0.002	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.034	0.015	-9.329	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.79
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.029	0.008	-9.33	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.79
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.037	0.009000000000000001	-9.312	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.035	-0.004	-9.321	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.8
0.001	0.001	0.0	0.0	0.0	0.0	-0.0012416	0.022	0.025	-9.334	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.051000000000000004	0.002	-9.324	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.001	0.0	0.0	0.0	0.0	0.0032064	0.023	0.031	-9.304	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.042	0.014	-9.299	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.024	0.012	-9.295	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.027	0.03	-9.34	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.049	-0.006	-9.306000000000001	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.002	0.0	0.0	0.0	0.0026496	0.054	0.004	-9.356	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.032	0.047	-9.305	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.034	0.004	-9.362	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.8
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.032	0.025	-9.353	-1.27	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.81
0.001	0.001	0.0	0.0	0.0	0.0	0.000544	0.055	0.01	-9.3	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.27	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.034	0.011	-9.3	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.036000000000000004	0.018000000000000002	-9.313	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.053	0.018000000000000002	-9.319	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.001	0.0	0.0	0.0	-0.0007999999999999999	0.058	0.027	-9.329	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.0	0.001	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.054	0.008	-9.313	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.031	0.023	-9.355	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.031	0.023	-9.308	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.036000000000000004	0.022	-9.311	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.26	-0.08	65.81
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.058	0.032	-9.297	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
-0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.023	0.0	-9.291	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.001	0.0	0.0	0.0	0.0	0.0	0.0020992	0.04	0.012	-9.335	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.26	-0.08	65.81
0.001	0.0	0.0	0.0	0.0	0.0	0.0020992	0.05	0.011	-9.317	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.26	-0.08	65.81
0.0	0.003	0.0	0.0	0.0	0.0	0.0026496	0.056	-0.186	-9.375	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.22	-0.1	65.78
-0.05	-0.094	-0.021	0.0	0.0	0.0	0.0032064	0.727	-0.325	-9.38	-1.23	0.0	0.0	0.0	128	0.0	0.0	0.18	-0.02	65.97
0.134	-0.049	0.776	0.0	0.0	0.0	-0.0013503999999999999	1.014	1.865	-10.353	-1.28	0.0	0.0	0.0	128	0.0	0.0	0.16	1.1500000000000001	66.87
1.889	-0.105	0.841	0.0	0.0	0.0	-0.0027968	-0.654	-1.051	-11.58	-1.3	0.0	0.0	0.0	-32640	0.0	0.0	0.01	2.49	67.21000000000001
0.934	-0.656	0.09	0.0	0.0	0.0	0.0006527999999999999	-1.583	-2.22	-7.797000000000001	-1.32	0.0	0.0	0.0	-32640	0.0	0.0	-0.59	3.7600000000000002	67.36
1.196	-0.386	0.298	0.0	0.0	0.0	0.0026496	-0.687	0.525	-12.079	-1.34	0.0	0.0	0.0	128	0.0	0.0	-0.8300000000000001	6.23	68.25
2.825	0.14300000000000002	0.9510000000000001	0.0	0.0	0.0	0.0025407999999999997	-0.339	-8.725	-13.335	-1.3800000000000001	0.0	0.0	0.0	128	0.0	0.0	-0.47000000000000003	10.040000000000001	68.97
2.9090000000000003	0.668	-0.334	0.0	0.0	0.0	0.0026496	4.738	-11.848	-18.694	-1.36	0.0	0.0	0.0	128	0.0	0.0	1.77	12.41	68.43
2.153	2.313	-0.577	0.0	0.0	0.0	0.0026496	2.337	-7.237	-18.243000000000002	-1.32	0.0	0.0	0.0	-32640	0.0	0.0	3.25	13.5	68.59
1.195	3.351	-0.222	0.0	0.0	0.0	0.0026496	0.01	-2.318	-19.649	-1.28	0.0	0.0	0.0	-32640	0.0	0.0	7.47	14.790000000000001	69.29
0.637	4.61	-0.498	0.0	0.0	0.0	-0.0027968	0.403	-7.945	-18.589	-1.21	0.0	0.0	0.0	-32640	0.0	0.0	14.120000000000001	14.280000000000001	69.46000000000001
-0.836	6.0520000000000005	-1.732	0.0	0.0	0.0	-0.0013503999999999999	0.003	-7.244	-17.46	-1.05	0.0	0.0	0.0	-32640	0.0	0.0	22.23	11.61	67.67
-2.618	6.734	-4.735	0.0	0.0	0.0	0.0006527999999999999	-0.625	-13.209	-17.437	-0.87	0.0	0.0	0.0	128	0.0	0.0	30.92	7.3	63.550000000000004
-2.6270000000000002	7.171	-4.926	0.0	0.0	0.0	-0.0013503999999999999	-3.081	-8.726	-13.841000000000001	-0.67	0.0	0.0	0.0	128	0.0	0.0	35.28	3.85	60.58
-3.939	8.086	-5.112	0.0	0.0	0.0	0.0026496	-0.181	-8.069	-13.169	-0.53	0.0	0.0	0.0	-32640	0.0	0.0	44.52	-6.01	52.59
-4.588	8.495000000000001	-5.42	0.0	0.0	0.0	-0.0013503999999999999	2.068	-6.546	-12.769	-0.26	0.0	0.0	0.0	-32640	0.0	0.0	53.33	-20.76	40.480000000000004
-4.998	9.389	-4.61	0.0	0.0	0.0	-0.0027968	-0.06	-6.421	-10.02	0.09	0.0	0.0	0.0	-32640	0.0	0.0	60.31	-42.15	21.95
-4.968	9.988	-4.36	0.0	0.0	0.0	-0.0027968	-1.624	-4.636	-8.292	0.52	0.0	0.0	0.0	128	0.0	0.0	62.39	-70.94	-4.64
-4.4590000000000005	10.279	-4.808	0.0	0.0	0.0	-0.0032384	-2.317	-4.082	-7.292	1.03	0.0	0.0	0.0	128	0.0	0.0	60.81	-85.33	-18.17
-3.97	10.555	-5.213	0.0	0.0	0.0	-0.0007999999999999999	-5.312	-3.107	-4.712	1.19	0.0	0.0	0.0	128	0.0	0.0	53.370000000000005	-107.15	-38.84
-3.311	10.155	-5.457	0.0	0.0	0.0	-0.0007999999999999999	-13.356	-1.293	4.924	1.42	0.0	0.0	0.0	-32640	0.0	0.0	44.27	-116.65	-49.4
0.22	7.458	-4.457	0.0	0.0	0.0	0.0026496	-15.511000000000001	6.518	14.814	1.43	0.0	0.0	0.0	-32640	0.0	0.0	38.9	-116.44	-55.160000000000004
5.663	4.19	-0.977	0.0	0.0	0.0	0.0006527999999999999	-12.128	16.499	17.835	1.45	0.0	0.0	0.0	-32640	0.0	0.0	38.83	-109.67	-59.17
8.755	1.6540000000000001	2.122	0.0	0.0	0.0	0.0026496	-9.32	21.508	18.566	1.4000000000000001	0.0	0.0	0.0	128	0.0	0.0	40.54	-105.76	-60.08
5.2410000000000005	-2.36	5.448	0.0	0.0	0.0	-0.0013503999999999999	-3.246	30.573	20.437	1.41	0.0	0.0	0.0	128	0.0	0.0	47.42	-98.4	-57.84
4.168	-3.513	6.349	0.0	0.0	0.0	0.0026496	-4.42	22.231	12.797	1.32	0.0	0.0	0.0	128	0.0	0.0	56.050000000000004	-89.4	-50.83
2.368	-4.742	8.042	0.0	0.0	0.0	-0.0012416	-7.901	15.577	8.194	1.16	0.0	0.0	0.0	-32640	0.0	0.0	65.98	-71.10000000000001	-33.44
2.993	-6.363	10.756	0.0	0.0	0.0	-0.0013503999999999999	-11.24	8.293000000000001	6.915	0.64	0.0	0.0	0.0	-32640	0.0	0.0	72.23	-23.26	12.36
4.721	-6.945	14.809000000000001	0.0	0.0	0.0	0.0032064	-11.942	5.2780000000000005	6.953	-0.41000000000000003	0.0	0.0	0.0	-32640	0.0	0.0	69.25	8.45	42.71
6.573	-7.9990000000000006	18.833000000000002	0.0	0.0	0.0	0.0026496	-16.958000000000002	-1.313	-0.619	-0.84	0.0	0.0	0.0	128	0.0	0.0	50.620000000000005	44.36	74.10000000000001
8.471	-8.378	20.341	0.0	0.0	0.0	0.0032064	-12.327	-18.406	-14.492	-1.27	0.0	0.0	0.0	128	0.0	0.0	26.150000000000002	63.24	81.57000000000001
13.455	-8.358	18.974	0.0	0.0	0.0	0.0026496	-6.3950000000000005	29.457	-6.766	-1.47	0.0	0.0	0.0	128	0.0	0.0	7.38	78.85000000000001	80.74
13.814	-5.428	13.179	0.0	0.0	0.0	0.0026496	-0.325	-9.184000000000001	0.842	-1.54	0.0	0.0	0.0	-32640	0.0	0.0	-3.2800000000000002	87.73	78.47
3.875	0.053	6.989	0.0	0.0	0.0	0.0007551999999999999	-4.843	-6.0520000000000005	3.594	-1.54	0.0	0.0	0.0	-32640	0.0	0.0	-8.01	90.19	79.28
6.952	-0.846	11.077	0.0	0.0	0.0	-0.0013503999999999999	-8.279	-4.995	8.273	-1.55	0.0	0.0	0.0	128	0.0	0.0	-20.73	98.56	77.04
6.696	-1.818	12.034	0.0	0.0	0.0	-0.0013503999999999999	-10.825000000000001	-4.691	11.792	-1.48	0.0	0.0	0.0	128	0.0	0.0	-33.3	103.85000000000001	73.82000000000001
0.7030000000000001	1.097	10.552	0.0	0.0	0.0	0.0026496	-10.454	-6.055	1.177	-1.48	0.0	0.0	0.0	128	0.0	0.0	-43.160000000000004	99.92	73.27
-4.855	1.792	7.688	0.0	0.0	0.0	-0.0013503999999999999	-16.202	-0.505	-3.462	-1.51	0.0	0.0	0.0	128	0.0	0.0	-52.93	96.17	74.10000000000001
-2.446	1.238	8.882	0.0	0.0	0.0	0.0026496	-19.789	4.072	-4.763	-1.55	0.0	0.0	0.0	-32640	0.0	0.0	-57.99	93.14	75.56
-1.375	2.819	8.789	0.0	0.0	0.0	0.0026496	-19.561	-3.3770000000000002	-3.894	-1.62	0.0	0.0	0.0	-32640	0.0	0.0	-67.66	84.66	83.29
-0.885	3.1310000000000002	7.994	0.0	0.0	0.0	-0.0013503999999999999	-16.723	-9.055	-0.58	-1.83	0.0	0.0	0.0	128	0.0	0.0	-74.29	67.28	98.83
-3.4170000000000003	3.402	5.738	0.0	0.0	0.0	-0.0013503999999999999	-14.326	-11.096	-0.47700000000000004	-2.24	0.0	0.0	0.0	128	0.0	0.0	-75.86	38.0	124.06
-4.073	3.46	3.844	0.0	0.0	0.0	0.000544	-13.827	-8.228	-2.206	-2.68	0.0	0.0	0.0	128	0.0	0.0	-74.76	15.91	143.9
-1.45	2.454	3.219	0.0	0.0	0.0	0.0006527999999999999	-14.978	-5.636	-3.188	-2.98	0.0	0.0	0.0	-32640	0.0	0.0	-73.86	8.59	151.05
-1.07	2.3040000000000003	2.424	0.0	0.0	0.0	0.0006527999999999999	-12.435	-2.43	-5.531	-3.08	0.0	0.0	0.0	-32640	0.0	0.0	-71.38	-1.5	160.44
-0.9460000000000001	2.341	1.975	0.0	0.0	0.0	0.000544	-11.154	-3.293	-7.974	3.06	0.0	0.0	0.0	-32640	0.0	0.0	-67.85	-6.82	164.71
-1.327	3.557	1.168	0.0	0.0	0.0	0.0026496	-9.835	-4.496	-11.724	3.0100000000000002	0.0	0.0	0.0	-32640	0.0	0.0	-62.28	-8.4	164.15
-2.007	5.612	0.018000000000000002	0.0	0.0	0.0	-0.0013503999999999999	-11.474	-5.729	-14.834	3.02	0.0	0.0	0.0	128	0.0	0.0	-54.42	-6.96	160.52
-0.9380000000000001	7.6930000000000005	-1.2530000000000001	0.0	0.0	0.0	-0.0019072	-13.448	-5.446	-15.521	3.1	0.0	0.0	0.0	128	0.0	0.0	-49.85	-5.1000000000000005	157.94
0.9460000000000001	9.092	-3.427	0.0	0.0	0.0	-0.0013503999999999999	-13.445	-5.992	-15.568	-3.12	0.0	0.0	0.0	-32640	0.0	0.0	-39.83	1.71	150.93
3.333	8.609	-5.489	0.0	0.0	0.0	-0.0013503999999999999	-14.794	-6.728	-21.985	-2.89	0.0	0.0	0.0	-32640	0.0	0.0	-29.080000000000002	13.73	141.27
6.382000000000001	8.082	-9.966000000000001	0.0	0.0	0.0	0.0032064	-19.799	-16.59	-20.536	-2.56	0.0	0.0	0.0	-32640	0.0	0.0	-13.32	23.080000000000002	131.44
3.7520000000000002	12.184000000000001	-12.717	0.0	0.0	0.0	0.0006527999999999999	-25.239	-14.743	-15.631	-2.13	0.0	0.0	0.0	128	0.0	0.0	7.63	26.75	126.81
2.465	15.941	-9.923	0.0	0.0	0.0	0.0026496	-22.116	-10.837	-11.335	-1.81	0.0	0.0	0.0	128	0.0	0.0	16.62	28.68	125.75
5.869	10.74	-7.655	0.0	0.0	0.0	0.0006527999999999999	-17.09	-2.77	-7.093	-1.6500000000000001	0.0	0.0	0.0	128	0.0	0.0	31.25	34.39	124.55
4.651	9.328	-6.905	0.0	0.0	0.0	0.0026496	-11.967	-1.575	-6.186	-1.51	0.0	0.0	0.0	-32640	0.0	0.0	43.160000000000004	37.85	123.36
3.285	7.556	-6.932	0.0	0.0	0.0	0.0007551999999999999	-8.133000000000001	-4.729	-8.242	-1.36	0.0	0.0	0.0	-32640	0.0	0.0	55.870000000000005	41.39	122.8
3.7960000000000003	8.956	-7.655	0.0	0.0	0.0	-0.0027968	-6.502	-7.5680000000000005	-6.513	-1.35	0.0	0.0	0.0	-32640	0.0	0.0	70.07000000000001	46.86	124.04
3.645	8.497	-8.599	0.0	0.0	0.0	0.0032064	-6.622	-7.611	-5.83	-1.37	0.0	0.0	0.0	128	0.0	0.0	76.57000000000001	49.63	124.17
6.43	6.8420000000000005	-8.022	0.0	0.0	0.0	-0.0007999999999999999	-6.627	-7.941	-7.1850000000000005	-1.41	0.0	0.0	0.0	128	0.0	0.0	88.42	79.05	145.47
8.854000000000001	6.107	-8.152000000000001	0.0	0.0	0.0	-0.0013503999999999999	-10.718	-5.6610000000000005	-10.537	1.79	0.0	0.0	0.0	128	0.0	0.0	78.68	-114.53	-60.800000000000004
12.286	4.699	-10.906	0.0	0.0	0.0	-0.0007999999999999999	-11.877	2.644	-3.307	1.56	0.0	0.0	0.0	128	0.0	0.0	65.83	-100.26	-61.300000000000004
13.41	2.834	-9.74	0.0	0.0	0.0	0.0006527999999999999	-9.664	12.189	0.06	1.36	0.0	0.0	0.0	-32640	0.0	0.0	55.63	-84.23	-58.980000000000004
11.345	0.081	-7.8420000000000005	0.0	0.0	0.0	0.0006527999999999999	-11.733	12.883000000000001	-1.705	1.25	0.0	0.0	0.0	-32640	0.0	0.0	51.980000000000004	-78.28	-59.54
10.988	-1.242	-3.718	0.0	0.0	0.0	0.0007551999999999999	-4.002	13.353	-4.712	1.2	0.0	0.0	0.0	128	0.0	0.0	47.85	-65.59	-59.14
10.452	-1.557	-2.003	0.0	0.0	0.0	0.0007551999999999999	-0.8200000000000001	13.122	-7.065	1.08	0.0	0.0	0.0	128	0.0	0.0	46.08	-53.5	-56.15
7.083	-2.553	0.526	0.0	0.0	0.0	-0.0001344	4.026	14.948	-13.41	0.97	0.0	0.0	0.0	128	0.0	0.0	45.52	-42.02	-51.18
7.221	-2.1350000000000002	2.439	0.0	0.0	0.0	-0.0013503999999999999	9.309000000000001	18.556	-16.983	0.8200000000000001	0.0	0.0	0.0	128	0.0	0.0	47.68	-28.63	-44.97
8.072000000000001	0.614	5.191	0.0	0.0	0.0	0.0026496	12.424	17.893	-18.737000000000002	0.56	0.0	0.0	0.0	-32640	0.0	0.0	50.34	-20.59	-40.59
8.147	3.918	8.11	0.0	0.0	0.0	-0.0013503999999999999	14.525	15.456	-18.681	0.38	0.0	0.0	0.0	-32640	0.0	0.0	56.76	0.52	-26.2
8.501	5.121	8.936	0.0	0.0	0.0	0.0026496	8.958	9.594	-11.788	-0.02	0.0	0.0	0.0	128	0.0	0.0	60.04	30.28	-3.0700000000000003
8.612	5.291	9.620000000000001	0.0	0.0	0.0	-0.0007999999999999999	2.857	8.52	-4.507	-0.52	0.0	0.0	0.0	128	0.0	0.0	55.78	60.09	19.84
8.918000000000001	4.9350000000000005	10.453	0.0	0.0	0.0	0.0007551999999999999	-1.825	8.035	0.358	-0.97	0.0	0.0	0.0	128	0.0	0.0	45.58	81.79	35.63
7.827	6.0200000000000005	11.553	0.0	0.0	0.0	0.0006527999999999999	-4.603	5.78	2.75	-1.2	0.0	0.0	0.0	-32640	0.0	0.0	38.94	90.4	41.63
8.078	8.162	13.026	0.0	0.0	0.0	-0.0012416	-7.956	2.451	5.4590000000000005	-1.31	0.0	0.0	0.0	-32640	0.0	0.0	22.5	104.34	50.57
