Roll_Rate_x	Pitch_Rate_y	Yaw_Rate_z	Latitude	Longitude	Altidude	Barometric_Pressure	a_x	a_y	a_z	Heading	v_x	v_y	v_z	Status	PosU	VelU	PITCH	ROLL	YAW
0.001	0.0	0.001	0.0	0.0	0.0	0.0026496	0.081	0.006	-9.268	-1.25	0.0	0.0	0.0	24704	0.0	0.0	0.38	-0.08	65.66
0.001	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.059000000000000004	0.003	-9.302	-1.27	0.0	0.0	0.0	24704	0.0	0.0	0.38	-0.08	65.66
0.0	0.001	0.0	0.0	0.0	0.0	0.0032064	0.07100000000000001	0.017	-9.308	-1.25	0.0	0.0	0.0	24704	0.0	0.0	0.38	-0.08	65.67
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.063	-0.001	-9.303	-1.25	0.0	0.0	0.0	-10112	0.0	0.0	0.38	-0.08	65.67
0.0	0.0	0.0	0.0	0.0	0.0	0.0020992	0.068	0.003	-9.316	-1.25	0.0	0.0	0.0	-10112	0.0	0.0	0.38	-0.08	65.67
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.07200000000000001	0.015	-9.318	-1.26	0.0	0.0	0.0	-10112	0.0	0.0	0.38	-0.08	65.67
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.096	0.033	-9.307	-1.25	0.0	0.0	0.0	22656	0.0	0.0	0.38	-0.08	65.67
0.0	-0.001	0.001	0.0	0.0	0.0	0.0006527999999999999	0.058	0.031	-9.279	-1.24	0.0	0.0	0.0	22656	0.0	0.0	0.38	-0.08	65.67
0.0	-0.002	0.0	0.0	0.0	0.0	0.0026496	0.073	0.018000000000000002	-9.375	-1.24	0.0	0.0	0.0	22656	0.0	0.0	0.38	-0.08	65.67
0.0	-0.002	0.0	0.0	0.0	0.0	0.0006527999999999999	0.054	0.01	-9.287	-1.25	0.0	0.0	0.0	-28544	0.0	0.0	0.38	-0.08	65.67
0.0	-0.001	0.001	0.0	0.0	0.0	0.0026496	0.081	-0.014	-9.309000000000001	-1.27	0.0	0.0	0.0	-28544	0.0	0.0	0.38	-0.08	65.68
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.074	0.015	-9.296	-1.26	0.0	0.0	0.0	-28544	0.0	0.0	0.38	-0.08	65.67
0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.053	0.001	-9.282	-1.25	0.0	0.0	0.0	20608	0.0	0.0	0.38	-0.08	65.67
0.001	0.001	0.0	0.0	0.0	0.0	0.0026496	0.079	0.017	-9.307	-1.24	0.0	0.0	0.0	20608	0.0	0.0	0.38	-0.08	65.67
0.0	0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.062	0.017	-9.315	-1.26	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.68
-0.001	-0.002	0.0	0.0	0.0	0.0	-0.0012416	0.069	0.008	-9.258000000000001	-1.25	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.68
0.0	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.064	-0.008	-9.3	-1.25	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.68
0.001	0.001	0.0	0.0	0.0	0.0	0.0026496	0.07100000000000001	0.032	-9.306000000000001	-1.24	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.68
0.0	0.001	0.001	0.0	0.0	0.0	0.0026496	0.085	-0.005	-9.277000000000001	-1.24	0.0	0.0	0.0	24704	0.0	0.0	0.38	-0.08	65.68
0.0	0.003	0.0	0.0	0.0	0.0	0.0026496	0.076	-0.006	-9.352	-1.26	0.0	0.0	0.0	24704	0.0	0.0	0.39	-0.08	65.68
0.0	0.002	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.078	0.002	-9.347	-1.25	0.0	0.0	0.0	24704	0.0	0.0	0.39	-0.08	65.68
0.001	0.001	0.0	0.0	0.0	0.0	0.0032064	0.075	0.024	-9.342	-1.26	0.0	0.0	0.0	-26496	0.0	0.0	0.39	-0.08	65.68
-0.001	-0.001	0.001	0.0	0.0	0.0	0.0032064	0.051000000000000004	0.026000000000000002	-9.31	-1.25	0.0	0.0	0.0	-26496	0.0	0.0	0.39	-0.08	65.68
0.0	-0.001	0.001	0.0	0.0	0.0	0.0032064	0.057	0.021	-9.319	-1.25	0.0	0.0	0.0	-26496	0.0	0.0	0.39	-0.08	65.68
0.0	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.075	0.028	-9.299	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.08	65.68
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.055	0.004	-9.301	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.38	-0.08	65.68
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0027968	0.07	-0.009000000000000001	-9.337	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.38	-0.08	65.68
0.0	-0.001	0.001	0.0	0.0	0.0	-0.0012416	0.042	-0.01	-9.337	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.08	65.68
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.07	0.017	-9.329	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.08	65.68
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.048	0.008	-9.318	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.38	-0.08	65.68
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.066	0.001	-9.301	-1.26	0.0	0.0	0.0	6272	0.0	0.0	0.39	-0.08	65.69
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.066	-0.008	-9.328	-1.25	0.0	0.0	0.0	6272	0.0	0.0	0.39	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.055	0.024	-9.297	-1.23	0.0	0.0	0.0	6272	0.0	0.0	0.38	-0.08	65.69
0.001	0.0	0.0	0.0	0.0	0.0	0.0032064	0.067	0.013000000000000001	-9.315	-1.27	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.042	-0.003	-9.368	-1.24	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.69
-0.001	-0.002	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.043000000000000003	0.007	-9.27	-1.25	0.0	0.0	0.0	-18304	0.0	0.0	0.38	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.07100000000000001	0.027	-9.332	-1.25	0.0	0.0	0.0	4224	0.0	0.0	0.38	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	0.0007551999999999999	0.056	0.012	-9.25	-1.26	0.0	0.0	0.0	4224	0.0	0.0	0.38	-0.08	65.69
0.0	0.002	0.0	0.0	0.0	0.0	0.0007551999999999999	0.07200000000000001	0.016	-9.297	-1.25	0.0	0.0	0.0	-22400	0.0	0.0	0.38	-0.08	65.69
0.0	0.003	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.049	0.025	-9.341000000000001	-1.24	0.0	0.0	0.0	-22400	0.0	0.0	0.38	-0.08	65.69
0.001	0.0	0.001	0.0	0.0	0.0	0.0025407999999999997	0.053	0.016	-9.293000000000001	-1.27	0.0	0.0	0.0	-22400	0.0	0.0	0.39	-0.08	65.69
0.001	0.001	0.0	0.0	0.0	0.0	0.0026496	0.064	0.013000000000000001	-9.308	-1.26	0.0	0.0	0.0	18560	0.0	0.0	0.39	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.058	-0.01	-9.343	-1.25	0.0	0.0	0.0	18560	0.0	0.0	0.39	-0.08	65.69
-0.001	0.0	0.0	0.0	0.0	0.0	0.0032064	0.082	0.004	-9.341000000000001	-1.26	0.0	0.0	0.0	18560	0.0	0.0	0.39	-0.08	65.69
-0.001	-0.002	0.0	0.0	0.0	0.0	0.0026496	0.062	0.003	-9.299	-1.25	0.0	0.0	0.0	18560	0.0	0.0	0.38	-0.08	65.69
0.0	0.0	0.0	0.0	0.0	0.0	0.0007551999999999999	0.084	0.026000000000000002	-9.315	-1.23	0.0	0.0	0.0	-26496	0.0	0.0	0.38	-0.08	65.7
-0.001	-0.001	0.0	0.0	0.0	0.0	0.0007551999999999999	0.069	0.012	-9.303	-1.25	0.0	0.0	0.0	-26496	0.0	0.0	0.38	-0.08	65.7
0.0	0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.07	0.019	-9.309000000000001	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.38	-0.08	65.7
0.0	0.001	0.001	0.0	0.0	0.0	0.0006527999999999999	0.067	-0.008	-9.307	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.7
0.0	0.001	0.001	0.0	0.0	0.0	0.0026496	0.1	0.017	-9.291	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.078	0.035	-9.313	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.001	0.0	0.0	0.0	0.0	0.0020992	0.049	0.043000000000000003	-9.295	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.001	0.0	0.0	0.0	0.0	-0.0019072	0.08	0.019	-9.31	-1.27	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.088	0.004	-9.316	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.001	0.0	0.0	0.0	-0.0027968	0.085	-0.002	-9.348	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.7
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.067	-0.003	-9.307	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.7
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.059000000000000004	0.0	-9.313	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.7
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.082	0.014	-9.316	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.7
0.0	0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.081	0.02	-9.283	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.7
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.056	0.009000000000000001	-9.33	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.7
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.081	0.009000000000000001	-9.3	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.001	0.0	0.0	0.0	-0.0027968	0.065	0.009000000000000001	-9.301	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.063	0.021	-9.321	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.0	0.0	0.0	0.0	-0.0019072	0.076	-0.004	-9.312	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.07100000000000001	0.0	-9.326	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.7
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.075	0.0	-9.314	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.045	0.018000000000000002	-9.325000000000001	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.077	-0.005	-9.293000000000001	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	-0.0014528	0.075	0.005	-9.297	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.08	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.061	0.021	-9.317	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.06	0.019	-9.313	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.089	0.036000000000000004	-9.335	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.08	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.06	0.012	-9.332	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.08	65.71000000000001
0.0	0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.059000000000000004	0.027	-9.33	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.052000000000000005	0.034	-9.348	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.073	0.029	-9.347	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.069	0.018000000000000002	-9.303	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.054	0.017	-9.324	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.058	0.002	-9.327	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.07200000000000001	0.0	-9.336	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.001	0.001	0.0	0.0	0.0	-0.0007999999999999999	0.068	0.032	-9.308	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.001	0.0	0.0	0.0	0.0	-0.0027968	0.083	0.004	-9.311	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0020992	0.064	0.036000000000000004	-9.343	-1.23	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.065	0.026000000000000002	-9.344	-1.23	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.056	0.031	-9.331	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.039	0.019	-9.356	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.075	0.011	-9.313	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.71000000000001
0.0	-0.001	0.001	0.0	0.0	0.0	0.0006527999999999999	0.076	0.025	-9.329	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.048	0.008	-9.302	-1.27	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.061	0.021	-9.329	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.049	0.014	-9.299	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.72
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.052000000000000005	0.015	-9.313	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.72
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.077	0.019	-9.329	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.72
0.0	0.0	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.06	0.001	-9.32	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.72
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.062	0.019	-9.305	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.045	0.018000000000000002	-9.302	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
-0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.079	0.031	-9.297	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.71000000000001
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.058	-0.002	-9.31	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
0.001	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.08	0.027	-9.305	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.046	0.01	-9.322000000000001	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0019072	0.058	0.011	-9.301	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.049	0.026000000000000002	-9.287	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
0.0	0.001	0.0	0.0	0.0	0.0	0.0032064	0.061	0.006	-9.323	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
-0.001	0.0	0.001	0.0	0.0	0.0	0.0026496	0.085	0.0	-9.288	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.72
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.075	0.037	-9.301	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.07200000000000001	-0.022	-9.32	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.059000000000000004	0.007	-9.297	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.72
0.0	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.057	0.003	-9.298	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
-0.001	0.0	0.001	0.0	0.0	0.0	0.0026496	0.056	0.008	-9.301	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
0.001	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.062	0.02	-9.329	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
-0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.085	0.006	-9.317	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.73
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.067	0.0	-9.34	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.73
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.061	-0.001	-9.304	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.73
0.0	0.0	0.001	0.0	0.0	0.0	0.0032064	0.074	0.003	-9.348	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.065	0.01	-9.307	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.037	0.013000000000000001	-9.292	-1.27	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.73
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.063	-0.002	-9.321	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.73
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.056	0.026000000000000002	-9.345	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.001	0.0	0.0	0.0	0.0025407999999999997	0.077	-0.012	-9.327	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	-0.001	0.001	0.0	0.0	0.0	-0.0014528	0.075	0.003	-9.297	-1.28	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.06	-0.004	-9.317	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
-0.001	0.0	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.078	0.004	-9.288	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
-0.001	-0.001	0.0	0.0	0.0	0.0	0.0026496	0.078	0.028	-9.319	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0032064	0.048	0.023	-9.252	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.002	0.004	0.0	0.0	0.0	0.0	0.0026496	0.081	0.021	-9.244	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.002	0.008	0.0	0.0	0.0	0.0	-0.0014528	0.097	-0.022	-9.623	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
-0.007	-0.02	0.0	0.0	0.0	0.0	0.0025407999999999997	0.08	0.001	-9.477	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
-0.003	-0.008	0.0	0.0	0.0	0.0	0.0026496	0.066	-0.013000000000000001	-9.328	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
-0.002	-0.004	0.002	0.0	0.0	0.0	0.0026496	0.04	0.017	-9.252	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0025407999999999997	0.075	0.021	-9.314	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.049	0.032	-9.264	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	0.002	0.001	0.0	0.0	0.0	0.0032064	0.08700000000000001	-0.006	-9.295	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.001	0.003	0.0	0.0	0.0	0.0	0.0032064	0.077	0.0	-9.342	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
0.001	0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.057	0.035	-9.326	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.74
0.0	-0.001	-0.001	0.0	0.0	0.0	0.0026496	0.074	0.001	-9.31	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.75
0.0	0.0	0.001	0.0	0.0	0.0	0.0006527999999999999	0.064	0.01	-9.331	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.75
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0027968	0.061	0.005	-9.32	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
0.0	-0.001	0.0	0.0	0.0	0.0	0.0007551999999999999	0.067	0.02	-9.304	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.059000000000000004	-0.023	-9.291	-1.26	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.001	0.0	0.0	0.0	0.0	0.0007551999999999999	0.054	0.023	-9.329	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.061	0.014	-9.316	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.74
0.0	0.001	0.0	0.0	0.0	0.0	-0.0012416	0.063	0.018000000000000002	-9.333	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.74
0.0	0.001	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.066	0.016	-9.333	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
0.0	0.001	0.0	0.0	0.0	0.0	0.0026496	0.055	0.008	-9.33	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
-0.001	0.0	0.0	0.0	0.0	0.0	0.0026496	0.074	0.011	-9.318	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.4	-0.07	65.74
0.0	-0.001	0.0	0.0	0.0	0.0	0.0006527999999999999	0.044	-0.012	-9.291	-1.26	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0006527999999999999	0.069	0.006	-9.32	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.4	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.055	0.013000000000000001	-9.327	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
-0.001	-0.001	0.0	0.0	0.0	0.0	-0.0012416	0.047	-0.001	-9.299	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.002	0.0	0.0	0.0	-0.0014528	0.053	0.01	-9.319	-1.25	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.001	0.0	0.0	0.0	0.0026496	0.08700000000000001	0.015	-9.354000000000001	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.74
0.0	0.0	0.0	0.0	0.0	0.0	0.0026496	0.048	0.026000000000000002	-9.298	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.74
0.0	-0.001	0.0	0.0	0.0	0.0	0.0032064	0.046	0.017	-9.343	-1.24	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.75
0.0	-0.001	0.0	0.0	0.0	0.0	-0.0007999999999999999	0.063	0.004	-9.286	-1.25	0.0	0.0	0.0	-32640	0.0	0.0	0.39	-0.07	65.75
0.0	0.0	0.0	0.0	0.0	0.0	-0.0013503999999999999	0.054	0.018000000000000002	-9.33	-1.24	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.75
0.0	-0.002	0.001	0.0	0.0	0.0	-0.0013503999999999999	0.064	0.012	-9.321	-1.23	0.0	0.0	0.0	128	0.0	0.0	0.39	-0.07	65.75
